itemId,variationId,externalId,stock,price,priceGross
NaN,NaN,2420,40,130,154.7
NaN,NaN,1453,40,10,11.9
NaN,NaN,2422,40,120,142.8
NaN,NaN,2420,40,130,154.7
NaN,NaN,2310,40,13.15,15.65
NaN,NaN,3577,40,102,121.38
NaN,NaN,2330,40,100,119
NaN,NaN,2010,40,99.9,118.88
NaN,NaN,5010,40,100,119
NaN,NaN,1953,40,150,178.5
NaN,NaN,1926,40,320,380.8
NaN,NaN,1506,40,17,20.23
NaN,NaN,1873,0,15.31,18.22
NaN,NaN,1874,26,9.79,11.65
NaN,NaN,1876,0,147.06,175
NaN,NaN,1877,8,4.89,5.82
NaN,NaN,1878,0,29.4,34.99
NaN,NaN,1879,0,97.06,115.5
NaN,NaN,1880,14,19.6,23.32
NaN,NaN,1882,0,266.37,316.98
NaN,NaN,1884,22,19.6,23.32
NaN,NaN,1885,36,29.4,34.99
NaN,NaN,1886,45,6.85,8.15
NaN,NaN,1887,19,14.7,17.49
NaN,NaN,1888,0,24.5,29.16
NaN,NaN,1889,0,18,21.42
NaN,NaN,1890,0,48.76,58.02
NaN,NaN,1891,0,23.91,28.45
NaN,NaN,1892,0,93.75,111.56
NaN,NaN,1895,50,6.85,8.15
NaN,NaN,1897,0,22.15,26.36
NaN,NaN,1898,25,4.89,5.82
NaN,NaN,1899,13,1.46,1.74
NaN,NaN,1900,0,134.23,159.73
NaN,NaN,1901,0,90,107.1
NaN,NaN,1902,6,9.79,11.65
NaN,NaN,1904,20,7.83,9.32
NaN,NaN,1905,1,17.64,20.99
NaN,NaN,1907,0,315.87,375.89
NaN,NaN,1908,0,38.46,45.77
NaN,NaN,1910,0,32.11,38.21
NaN,NaN,1912,56,9.79,11.65
NaN,NaN,1913,70,4.89,5.82
NaN,NaN,1914,12,9.79,11.65
NaN,NaN,1915,24,4.89,5.82
NaN,NaN,1916,2,4.89,5.82
NaN,NaN,1917,0,735.02,874.67
NaN,NaN,1918,41,9.79,11.65
NaN,NaN,1919,70,19.6,23.32
NaN,NaN,1920,22,24.5,29.16
NaN,NaN,1921,29,7.83,9.32
NaN,NaN,1922,0,187.06,222.6
NaN,NaN,1923,147,4.89,5.82
NaN,NaN,1924,5,6.36,7.57
NaN,NaN,1925,5,9.3,11.07
NaN,NaN,1927,3,2.93,3.49
NaN,NaN,1928,13,6.85,8.15
NaN,NaN,1929,53,2.93,3.49
NaN,NaN,1930,48,1.46,1.74
NaN,NaN,1931,0,17.69,21.05
NaN,NaN,1932,14,3.58,4.26
NaN,NaN,1934,0,420,499.8
NaN,NaN,1935,29,4.89,5.82
NaN,NaN,1936,0,3.91,4.65
NaN,NaN,1937,63,11.5,13.69
NaN,NaN,1938,0,2.3,2.74
NaN,NaN,1939,0,28.56,33.99
NaN,NaN,1940,61,6.85,8.15
NaN,NaN,1941,98,15.68,18.66
NaN,NaN,1942,4,12.74,15.16
NaN,NaN,1943,57,8.81,10.48
NaN,NaN,1944,11,9.79,11.65
NaN,NaN,1945,34,6.85,8.15
NaN,NaN,1946,0,393.72,468.53
NaN,NaN,1947,0,204.9,243.83
NaN,NaN,1948,1,511.97,609.24
NaN,NaN,1949,0,426.5,507.54
NaN,NaN,1950,0,12.27,14.6
NaN,NaN,1951,0,8.76,10.42
NaN,NaN,1952,0,6.66,7.93
NaN,NaN,1954,0,30,35.7
NaN,NaN,1955,0,30.97,36.85
NaN,NaN,1956,3,4.89,5.82
NaN,NaN,1957,0,954.95,1136.39
NaN,NaN,1958,0,12.81,15.24
NaN,NaN,1959,0,22.12,26.32
NaN,NaN,1960,10,9.79,11.65
NaN,NaN,1962,0,99.44,118.33
NaN,NaN,1963,0,31.86,37.91
NaN,NaN,1964,4,22.54,26.82
NaN,NaN,1965,0,8.08,9.62
NaN,NaN,1966,3,73.53,87.5
NaN,NaN,1967,0,638,759.22
NaN,NaN,1968,0,16.15,19.22
NaN,NaN,1969,0,24.36,28.99
NaN,NaN,1970,0,37.77,44.95
NaN,NaN,1971,70,19.6,23.32
NaN,NaN,1972,0,230,273.7
NaN,NaN,1973,0,161,191.59
NaN,NaN,1974,51,14.7,17.49
NaN,NaN,1975,0,87.88,104.58
NaN,NaN,1976,1,41,48.79
NaN,NaN,1977,0,7.2,8.57
NaN,NaN,1978,3,7.83,9.32
NaN,NaN,1979,0,7.83,9.32
NaN,NaN,1981,36,18.62,22.16
NaN,NaN,1982,10,13.72,16.33
NaN,NaN,1983,188,9.79,11.65
NaN,NaN,1984,0,32.9,39.15
NaN,NaN,1985,0,45,53.55
NaN,NaN,1986,19,19.6,23.32
NaN,NaN,1987,103,9.79,11.65
NaN,NaN,1988,73,29.4,34.99
NaN,NaN,1989,0,72.9,86.75
NaN,NaN,1995,0,39,46.41
NaN,NaN,1996,0,49,58.31
NaN,NaN,1997,0,49,58.31
NaN,NaN,1998,0,59,70.21
NaN,NaN,1999,0,44,52.36
NaN,NaN,2000,1,29.5,35.11
NaN,NaN,2004,0,12.74,15.16
NaN,NaN,2005,0,5.87,6.99
NaN,NaN,2006,9,18.62,22.16
NaN,NaN,2007,21,8.81,10.48
NaN,NaN,2008,33,14.7,17.49
NaN,NaN,2009,1,14.7,17.49
NaN,NaN,2011,30,2.89,3.44
NaN,NaN,2012,0,12.04,14.32
NaN,NaN,2013,0,17.5,20.83
NaN,NaN,2014,0,54,64.26
NaN,NaN,2015,0,100,119
NaN,NaN,2016,0,38.71,46.06
NaN,NaN,2017,0,70.79,84.24
NaN,NaN,2019,0,11.2,13.33
NaN,NaN,2020,0,3.59,4.27
NaN,NaN,2021,0,31.52,37.51
NaN,NaN,2022,0,19.6,23.32
NaN,NaN,2023,0,6.31,7.51
NaN,NaN,2024,0,8.99,10.7
NaN,NaN,2025,64,3.91,4.65
NaN,NaN,2026,45,3.91,4.65
NaN,NaN,2027,27,3.91,4.65
NaN,NaN,2028,2,32.34,38.48
NaN,NaN,2029,0,238.11,283.35
NaN,NaN,2030,0,99.9,118.88
NaN,NaN,2032,60,440.2,523.84
NaN,NaN,2033,0,489.22,582.17
NaN,NaN,2034,1,12.74,15.16
NaN,NaN,2035,23,39.21,46.66
NaN,NaN,2036,0,26.98,32.11
NaN,NaN,2037,0,29.59,35.21
NaN,NaN,2038,138,57.84,68.83
NaN,NaN,2039,16,52.94,63
NaN,NaN,2040,0,259.16,308.4
NaN,NaN,2041,0,181.58,216.08
NaN,NaN,2042,0,25.7,30.58
NaN,NaN,2043,16,9.79,11.65
NaN,NaN,2044,75,7.83,9.32
NaN,NaN,2045,130,14.7,17.49
NaN,NaN,2046,19,24.5,29.16
NaN,NaN,2047,18,4.89,5.82
NaN,NaN,2048,0,77.55,92.28
NaN,NaN,2049,11,7.83,9.32
NaN,NaN,2050,38,29.4,34.99
NaN,NaN,2052,249,19.6,23.32
NaN,NaN,2053,19,9.79,11.65
NaN,NaN,2054,0,11.72,13.95
NaN,NaN,2055,0,15.32,18.23
NaN,NaN,2056,158,34.3,40.82
NaN,NaN,2057,6,6.85,8.15
NaN,NaN,2058,0,33.32,39.65
NaN,NaN,2059,29,16.66,19.83
NaN,NaN,2060,30,17.64,20.99
NaN,NaN,2061,0,9.79,11.65
NaN,NaN,2062,124,24.5,29.16
NaN,NaN,2063,0,20.4,24.28
NaN,NaN,2064,0,27.02,32.15
NaN,NaN,2065,0,10.83,12.89
NaN,NaN,2066,0,27.02,32.15
NaN,NaN,2067,82,3.91,4.65
NaN,NaN,2068,0,306.79,365.08
NaN,NaN,2069,0,167.97,199.88
NaN,NaN,2070,0,4.5,5.36
NaN,NaN,2071,0,62.16,73.97
NaN,NaN,2072,0,17.49,20.81
NaN,NaN,2073,0,96.5,114.84
NaN,NaN,2074,0,145.9,173.62
NaN,NaN,2075,1,8.16,9.71
NaN,NaN,2076,11,9.79,11.65
NaN,NaN,2077,64,6.85,8.15
NaN,NaN,2078,0,66.99,79.72
NaN,NaN,2079,0,116.67,138.84
NaN,NaN,2080,0,881.76,1049.29
NaN,NaN,2081,0,1469.61,1748.84
NaN,NaN,2082,0,9.01,10.72
NaN,NaN,2083,0,87.25,103.83
NaN,NaN,2084,0,61.9,73.66
NaN,NaN,2085,0,19.9,23.68
NaN,NaN,2086,0,73.83,87.86
NaN,NaN,2087,0,103.87,123.61
NaN,NaN,2088,5,19.6,23.32
NaN,NaN,2092,0,10.9,12.97
NaN,NaN,2093,2,42.67,50.78
NaN,NaN,2094,4,73.47,87.43
NaN,NaN,2095,0,127.29,151.48
NaN,NaN,2096,0,115.17,137.05
NaN,NaN,2097,0,142.38,169.43
NaN,NaN,2098,51,109.56,130.38
NaN,NaN,2099,6,146.08,173.84
NaN,NaN,2100,55,25.48,30.32
NaN,NaN,2101,7,80.68,96.01
NaN,NaN,2102,7,144.13,171.51
NaN,NaN,2103,2,9.5,11.31
NaN,NaN,2104,5,2.89,3.44
NaN,NaN,2105,0,0.99,1.18
NaN,NaN,2106,35,1.36,1.62
NaN,NaN,2107,93,3.1,3.69
NaN,NaN,2108,0,0.99,1.18
NaN,NaN,2109,0,0.2,0.24
NaN,NaN,2111,0,2.5,2.98
NaN,NaN,2113,0,5.95,7.08
NaN,NaN,2114,0,2,2.38
NaN,NaN,2115,11,2.28,2.71
NaN,NaN,2118,0,3.79,4.51
NaN,NaN,2119,0,34.97,41.61
NaN,NaN,2120,155,4.45,5.3
NaN,NaN,2121,44,2.1,2.5
NaN,NaN,2122,0,2.1,2.5
NaN,NaN,2123,0,0.3,0.36
NaN,NaN,2124,0,12.14,14.45
NaN,NaN,2125,0,0.21,0.25
NaN,NaN,2126,0,5,5.95
NaN,NaN,2127,0,5,5.95
NaN,NaN,2128,0,4,4.76
NaN,NaN,2129,41,18.19,21.65
NaN,NaN,2130,0,4.3,5.12
NaN,NaN,2131,0,3,3.57
NaN,NaN,2133,0,4.2,5
NaN,NaN,2134,0,8.1,9.64
NaN,NaN,2135,0,1.19,1.42
NaN,NaN,2136,42,0.24,0.29
NaN,NaN,2137,0,0.16,0.19
NaN,NaN,2139,7,2.5,2.98
NaN,NaN,2140,1019,2.5,2.98
NaN,NaN,2141,0,274.51,326.67
NaN,NaN,2142,5,3.9,4.64
NaN,NaN,2143,8,3.9,4.64
NaN,NaN,2144,0,199,236.81
NaN,NaN,2145,0,124,147.56
NaN,NaN,2147,0,204,242.76
NaN,NaN,2148,5,129,153.51
NaN,NaN,2149,13,149,177.31
NaN,NaN,2151,2,399,474.81
NaN,NaN,2152,0,19.9,23.68
NaN,NaN,2153,0,19.9,23.68
NaN,NaN,2154,14,19.9,23.68
NaN,NaN,2155,0,59,70.21
NaN,NaN,2156,0,19.9,23.68
NaN,NaN,2157,0,4.9,5.83
NaN,NaN,2158,0,1.98,2.36
NaN,NaN,2159,0,2.4,2.86
NaN,NaN,2160,0,129,153.51
NaN,NaN,2161,0,129,153.51
NaN,NaN,2162,0,139,165.41
NaN,NaN,2163,0,184,218.96
NaN,NaN,2164,0,164,195.16
NaN,NaN,2165,0,159,189.21
NaN,NaN,2166,0,280,333.2
NaN,NaN,2167,0,389,462.91
NaN,NaN,2168,14,289,343.91
NaN,NaN,2169,0,399,474.81
NaN,NaN,2170,55,55,65.45
NaN,NaN,2172,21,4.9,5.83
NaN,NaN,2173,0,9.9,11.78
NaN,NaN,2174,20,9.9,11.78
NaN,NaN,2175,0,149,177.31
NaN,NaN,2176,3,4.5,5.36
NaN,NaN,2177,0,296.62,352.98
NaN,NaN,2178,0,793.44,944.19
NaN,NaN,2179,0,834.13,992.61
NaN,NaN,2180,0,293.21,348.92
NaN,NaN,2185,0,149,177.31
NaN,NaN,2186,0,1000.96,1191.14
NaN,NaN,2188,0,49.35,58.73
NaN,NaN,2190,0,40.37,48.04
NaN,NaN,2192,0,239,284.41
NaN,NaN,2195,22,1.95,2.32
NaN,NaN,2196,79,1.95,2.32
NaN,NaN,2199,0,2531.28,3012.22
NaN,NaN,2200,0,90,107.1
NaN,NaN,2201,0,654.04,778.31
NaN,NaN,2202,0,995.72,1184.91
NaN,NaN,2203,0,609.87,725.75
NaN,NaN,2204,25,249,296.31
NaN,NaN,2208,0,1.13,1.34
NaN,NaN,2209,0,101.31,120.56
NaN,NaN,2210,8,9.5,11.31
NaN,NaN,2211,0,14.08,16.76
NaN,NaN,2212,7,12.5,14.88
NaN,NaN,2213,11,9.5,11.31
NaN,NaN,2214,19,16.66,19.83
NaN,NaN,2215,0,889.72,1058.77
NaN,NaN,2216,0,222,264.18
NaN,NaN,2218,5,119,141.61
NaN,NaN,2219,0,28.99,34.5
NaN,NaN,2220,0,3.6,4.28
NaN,NaN,2221,0,118.41,140.91
NaN,NaN,2222,0,136.29,162.19
NaN,NaN,2223,0,84.33,100.35
NaN,NaN,2224,0,109.89,130.77
NaN,NaN,2225,0,13.69,16.29
NaN,NaN,2226,0,10.9,12.97
NaN,NaN,2227,0,21.65,25.76
NaN,NaN,2228,0,3814.93,4539.77
NaN,NaN,2229,0,3677.05,4375.69
NaN,NaN,2230,0,6894.46,8204.41
NaN,NaN,2231,1,48.26,57.43
NaN,NaN,2232,0,189,224.91
NaN,NaN,2233,0,319,379.61
NaN,NaN,2234,-2,20.87,24.84
NaN,NaN,2235,45,54,64.26
NaN,NaN,2238,0,11,13.09
NaN,NaN,2239,-1,29,34.51
NaN,NaN,2240,5,20.5,24.4
NaN,NaN,2241,5,23.5,27.97
NaN,NaN,2242,0,64.63,76.91
NaN,NaN,2243,-1,269,320.11
NaN,NaN,2244,0,175,208.25
NaN,NaN,2246,0,349,415.31
NaN,NaN,2247,0,299,355.81
NaN,NaN,2248,3,289,343.91
NaN,NaN,2249,0,194,230.86
NaN,NaN,2251,0,259,308.21
NaN,NaN,2252,0,409,486.71
NaN,NaN,2253,0,569,677.11
NaN,NaN,2254,0,795,946.05
NaN,NaN,2255,0,2852.81,3394.84
NaN,NaN,2256,0,977.1,1162.75
NaN,NaN,2257,0,6,7.14
NaN,NaN,2260,1,249,296.31
NaN,NaN,2261,0,99,117.81
NaN,NaN,2263,0,3.6,4.28
NaN,NaN,2265,0,249,296.31
NaN,NaN,2266,3,39,46.41
NaN,NaN,2267,5,34,40.46
NaN,NaN,2270,67,57.84,68.83
NaN,NaN,2271,7,48.03,57.16
NaN,NaN,2272,0,234.31,278.83
NaN,NaN,2273,0,169.67,201.91
NaN,NaN,2275,1,117.17,139.43
NaN,NaN,2281,21,129.36,153.94
NaN,NaN,2282,8,177.53,211.26
NaN,NaN,2284,0,246.9,293.81
NaN,NaN,2289,0,6857.84,8160.83
NaN,NaN,2291,0,99,117.81
NaN,NaN,2292,0,122.5,145.78
NaN,NaN,2293,0,5.5,6.55
NaN,NaN,2294,0,109,129.71
NaN,NaN,2295,0,169,201.11
NaN,NaN,2296,0,179,213.01
NaN,NaN,2297,0,99,117.81
NaN,NaN,2298,4,399,474.81
NaN,NaN,2299,0,7.21,8.58
NaN,NaN,2300,0,90.9,108.17
NaN,NaN,2301,0,319,379.61
NaN,NaN,2302,-6,309,367.71
NaN,NaN,2303,22,29.4,34.99
NaN,NaN,2304,30,34,40.46
NaN,NaN,2305,0,78.42,93.32
NaN,NaN,2306,0,24.5,29.16
NaN,NaN,2307,8,399,474.81
NaN,NaN,2308,0,8.16,9.71
NaN,NaN,2309,0,10.1,12.02
NaN,NaN,2311,0,17.71,21.07
NaN,NaN,2312,0,87.25,103.83
NaN,NaN,2313,2,57.84,68.83
NaN,NaN,2314,2,14.7,17.49
NaN,NaN,2315,0,239,284.41
NaN,NaN,2316,0,33.89,40.33
NaN,NaN,2317,0,7.02,8.35
NaN,NaN,2318,0,7.32,8.71
NaN,NaN,2319,0,296.1,352.36
NaN,NaN,2320,0,204,242.76
NaN,NaN,2321,0,114,135.66
NaN,NaN,2322,0,239,284.41
NaN,NaN,2323,0,289,343.91
NaN,NaN,2324,2,119,141.61
NaN,NaN,2325,25,189,224.91
NaN,NaN,2326,0,499,593.81
NaN,NaN,2327,0,5386.55,6409.99
NaN,NaN,2328,0,219,260.61
NaN,NaN,2329,0,259,308.21
NaN,NaN,2331,7,19.9,23.68
NaN,NaN,2332,4,13.72,16.33
NaN,NaN,2333,24,18.62,22.16
NaN,NaN,2334,0,479,570.01
NaN,NaN,2335,0,359,427.21
NaN,NaN,2336,0,239,284.41
NaN,NaN,2338,0,129,153.51
NaN,NaN,2339,2,9.45,11.25
NaN,NaN,2340,0,4114.71,4896.5
NaN,NaN,2341,1,330,392.7
NaN,NaN,2342,1,162,192.78
NaN,NaN,2343,0,532,633.08
NaN,NaN,2344,0,249,296.31
NaN,NaN,2345,0,23.99,28.55
NaN,NaN,2346,0,34,40.46
NaN,NaN,2347,0,43.36,51.6
NaN,NaN,2348,0,78.76,93.72
NaN,NaN,2349,4,24,28.56
NaN,NaN,2350,0,4.5,5.36
NaN,NaN,2351,0,259,308.21
NaN,NaN,2352,0,270.21,321.55
NaN,NaN,2353,0,324.73,386.43
NaN,NaN,2354,1,39.21,46.66
NaN,NaN,2355,0,157.94,187.95
NaN,NaN,2356,0,215.63,256.6
NaN,NaN,2357,0,139.8,166.36
NaN,NaN,2358,0,187.1,222.65
NaN,NaN,2359,0,139.8,166.36
NaN,NaN,2360,0,184.83,219.95
NaN,NaN,2361,0,469.61,558.84
NaN,NaN,2362,0,281.76,335.29
NaN,NaN,2364,0,9.99,11.89
NaN,NaN,2365,2,299,355.81
NaN,NaN,2366,0,329,391.51
NaN,NaN,2367,0,349,415.31
NaN,NaN,2368,90,5.87,6.99
NaN,NaN,2369,0,674,802.06
NaN,NaN,2370,0,810.9,964.97
NaN,NaN,2371,0,6.86,8.16
NaN,NaN,2372,0,1368.06,1627.99
NaN,NaN,2373,0,0,0
NaN,NaN,2374,5,3.78,4.5
NaN,NaN,2375,11,399,474.81
NaN,NaN,2376,0,629,748.51
NaN,NaN,2377,-3,59,70.21
NaN,NaN,2378,0,33.99,40.45
NaN,NaN,2379,0,3043.7,3622
NaN,NaN,2380,1,199,236.81
NaN,NaN,2381,0,5469.61,6508.84
NaN,NaN,2382,0,15189.6,18075.62
NaN,NaN,2383,-1,99,117.81
NaN,NaN,2384,0,1273.24,1515.16
NaN,NaN,2385,0,1709.61,2034.44
NaN,NaN,2386,0,1911.79,2275.03
NaN,NaN,2387,0,4920.3,5855.16
NaN,NaN,2388,0,11655.92,13870.54
NaN,NaN,2389,0,3968.79,4722.86
NaN,NaN,2390,0,2489.34,2962.31
NaN,NaN,2391,0,913.76,1087.37
NaN,NaN,2392,0,12.6,14.99
NaN,NaN,2393,13,19,22.61
NaN,NaN,2394,0,19,22.61
NaN,NaN,2395,0,19,22.61
NaN,NaN,2396,0,19,22.61
NaN,NaN,2397,0,19,22.61
NaN,NaN,2398,0,19,22.61
NaN,NaN,2400,0,20,23.8
NaN,NaN,2401,113,155.88,185.5
NaN,NaN,2402,0,89,105.91
NaN,NaN,2403,1,77.45,92.17
NaN,NaN,2404,0,1777.7,2115.46
NaN,NaN,2405,19,2.71,3.22
NaN,NaN,2406,0,979.41,1165.5
NaN,NaN,2407,0,587.65,699.3
NaN,NaN,2408,0,1734.8,2064.41
NaN,NaN,2409,0,18.01,21.43
NaN,NaN,2410,0,19.6,23.32
NaN,NaN,2411,0,99,117.81
NaN,NaN,2412,0,249,296.31
NaN,NaN,2413,0,39.21,46.66
NaN,NaN,2414,0,3264.47,3884.72
NaN,NaN,2415,0,299,355.81
NaN,NaN,2416,11,13.72,16.33
NaN,NaN,2417,7,13.72,16.33
NaN,NaN,2418,0,13.72,16.33
NaN,NaN,2419,0,13.72,16.33
NaN,NaN,2421,0,64,76.16
NaN,NaN,2423,0,189,224.91
NaN,NaN,2424,2,369,439.11
NaN,NaN,2425,0,54,64.26
NaN,NaN,2426,0,64,76.16
NaN,NaN,2427,0,234,278.46
NaN,NaN,2428,0,219,260.61
NaN,NaN,2429,1,169,201.11
NaN,NaN,2430,38,391.18,465.5
NaN,NaN,2431,0,273.53,325.5
NaN,NaN,2432,1,41.24,49.08
NaN,NaN,2433,0,244,290.36
NaN,NaN,2434,0,219,260.61
NaN,NaN,2435,0,149,177.31
NaN,NaN,2436,0,225,267.75
NaN,NaN,2437,0,119,141.61
NaN,NaN,2438,0,99,117.81
NaN,NaN,2439,0,99,117.81
NaN,NaN,2440,-1,69,82.11
NaN,NaN,2441,76,19.6,23.32
NaN,NaN,2442,0,79,94.01
NaN,NaN,2443,0,239,284.41
NaN,NaN,2444,0,274,326.06
NaN,NaN,2445,0,29.2,34.75
NaN,NaN,2446,0,31.39,37.35
NaN,NaN,2447,0,35.88,42.7
NaN,NaN,2448,16,17.64,20.99
NaN,NaN,2449,2,79,94.01
NaN,NaN,2457,4,95,113.05
NaN,NaN,2458,0,289,343.91
NaN,NaN,2465,0,52.9,62.95
NaN,NaN,2467,-1,43.28,51.5
NaN,NaN,2469,0,1769,2105.11
NaN,NaN,2470,0,172.21,204.93
NaN,NaN,2471,0,99,117.81
NaN,NaN,2472,0,949.04,1129.36
NaN,NaN,2473,0,299,355.81
NaN,NaN,2474,0,1.2,1.43
NaN,NaN,2475,0,1101.58,1310.88
NaN,NaN,2476,141,1.2,1.43
NaN,NaN,2477,0,0.99,1.18
NaN,NaN,2478,0,1.13,1.34
NaN,NaN,2479,0,34,40.46
NaN,NaN,2480,0,24,28.56
NaN,NaN,2482,88,119,141.61
NaN,NaN,2489,34,7.74,9.21
NaN,NaN,2490,0,1569,1867.11
NaN,NaN,2491,0,60.82,72.38
NaN,NaN,2492,0,259,308.21
NaN,NaN,2493,6,19,22.61
NaN,NaN,2494,11,109,129.71
NaN,NaN,2495,0,25.29,30.1
NaN,NaN,2496,0,1799,2140.81
NaN,NaN,2497,0,219,260.61
NaN,NaN,2498,0,269,320.11
NaN,NaN,2499,0,0.01,0.01
NaN,NaN,2502,0,479,570.01
NaN,NaN,2503,0,69,82.11
NaN,NaN,2504,0,209,248.71
NaN,NaN,2505,0,239,284.41
NaN,NaN,2506,0,70.09,83.41
NaN,NaN,2507,0,87.25,103.83
NaN,NaN,2509,0,99,117.81
NaN,NaN,2510,0,99,117.81
NaN,NaN,2511,0,269,320.11
NaN,NaN,2512,0,259,308.21
NaN,NaN,2513,0,289,343.91
NaN,NaN,2514,0,15224.57,18117.24
NaN,NaN,2515,0,8.5,10.12
NaN,NaN,2516,0,354,421.26
NaN,NaN,2517,0,379,451.01
NaN,NaN,2518,0,354,421.26
NaN,NaN,2519,0,244,290.36
NaN,NaN,2520,0,0,0
NaN,NaN,2521,0,224,266.56
NaN,NaN,2522,0,249,296.31
NaN,NaN,2523,0,149,177.31
NaN,NaN,2524,0,124,147.56
NaN,NaN,2525,0,2500,2975
NaN,NaN,2526,0,1067.35,1270.15
NaN,NaN,2527,0,639,760.41
NaN,NaN,2528,0,699,831.81
NaN,NaN,2529,0,1099,1307.81
NaN,NaN,2530,0,1269,1510.11
NaN,NaN,2531,0,34,40.46
NaN,NaN,2532,0,299,355.81
NaN,NaN,2533,0,119,141.61
NaN,NaN,2534,0,1067.35,1270.15
NaN,NaN,2536,0,45,53.55
NaN,NaN,2537,0,99.2,118.05
NaN,NaN,2538,0,1649,1962.31
NaN,NaN,2539,0,89.99,107.09
NaN,NaN,2540,0,2995,3564.05
NaN,NaN,2541,0,79,94.01
NaN,NaN,2542,0,239,284.41
NaN,NaN,2543,0,5.1,6.07
NaN,NaN,2546,0,3800,4522
NaN,NaN,2547,0,134,159.46
NaN,NaN,2548,0,1067.35,1270.15
NaN,NaN,2549,0,99,117.81
NaN,NaN,2550,2,99,117.81
NaN,NaN,2551,0,119,141.61
NaN,NaN,2552,0,349,415.31
NaN,NaN,2553,0,225,267.75
NaN,NaN,2554,0,24.95,29.69
NaN,NaN,2555,2,119,141.61
NaN,NaN,2556,2,119,141.61
NaN,NaN,2557,0,69,82.11
NaN,NaN,2558,1,34,40.46
NaN,NaN,2559,0,329,391.51
NaN,NaN,2560,0,249,296.31
NaN,NaN,2561,0,129,153.51
NaN,NaN,2562,0,319,379.61
NaN,NaN,2563,0,149,177.31
NaN,NaN,2564,0,5954.11,7085.39
NaN,NaN,2565,0,33.6,39.98
NaN,NaN,2566,18,27.44,32.65
NaN,NaN,2567,0,1499,1783.81
NaN,NaN,2568,30,3.99,4.75
NaN,NaN,2569,0,99,117.81
NaN,NaN,2570,0,89,105.91
NaN,NaN,2571,0,99,117.81
NaN,NaN,2572,0,79,94.01
NaN,NaN,2573,0,169,201.11
NaN,NaN,2575,0,119,141.61
NaN,NaN,2576,1,799,950.81
NaN,NaN,2578,0,2600,3094
NaN,NaN,2579,16,119,141.61
NaN,NaN,2580,0,0,0
NaN,NaN,2581,1,39,46.41
NaN,NaN,2582,0,110,130.9
NaN,NaN,2583,0,264,314.16
NaN,NaN,2584,0,1099,1307.81
NaN,NaN,2585,0,2200,2618
NaN,NaN,2586,1,1400,1666
NaN,NaN,2587,0,1800,2142
NaN,NaN,2588,0,294.66,350.65
NaN,NaN,2589,7,244,290.36
NaN,NaN,2590,44,199,236.81
NaN,NaN,2591,40,44,52.36
NaN,NaN,2592,0,299,355.81
NaN,NaN,2593,0,8.19,9.75
NaN,NaN,2594,0,799,950.81
NaN,NaN,2595,-2,39,46.41
NaN,NaN,2596,0,2545.92,3029.64
NaN,NaN,2597,0,39,46.41
NaN,NaN,2598,0,164,195.16
NaN,NaN,2599,12,499,593.81
NaN,NaN,2600,0,164,195.16
NaN,NaN,2601,0,0,0
NaN,NaN,2602,0,368.18,438.13
NaN,NaN,2603,0,159.3,189.57
NaN,NaN,2604,0,206,245.14
NaN,NaN,2605,0,150.75,179.39
NaN,NaN,2606,0,201.2,239.43
NaN,NaN,2609,0,79.7,94.84
NaN,NaN,2610,0,275,327.25
NaN,NaN,2611,20,0.83,0.99
NaN,NaN,2612,0,179,213.01
NaN,NaN,2613,0,139.5,166.01
NaN,NaN,2614,0,329,391.51
NaN,NaN,2615,0,120,142.8
NaN,NaN,2616,1,180,214.2
NaN,NaN,2617,2,9.79,11.65
NaN,NaN,2618,29,15.68,18.66
NaN,NaN,2619,29,29.4,34.99
NaN,NaN,2620,0,0.01,0.01
NaN,NaN,2621,0,119,141.61
NaN,NaN,2622,0,309,367.71
NaN,NaN,2623,19,293.14,348.84
NaN,NaN,2624,0,299,355.81
NaN,NaN,2625,0,724,861.56
NaN,NaN,2626,0,504,599.76
NaN,NaN,2627,0,1349,1605.31
NaN,NaN,2628,0,1899,2259.81
NaN,NaN,2629,1,2500,2975
NaN,NaN,2630,0,195.1,232.17
NaN,NaN,2631,61,19.6,23.32
NaN,NaN,2632,0,2.29,2.73
NaN,NaN,2633,0,5.01,5.96
NaN,NaN,2634,0,551.2,655.93
NaN,NaN,2635,20,195.1,232.17
NaN,NaN,2636,0,0,0
NaN,NaN,2637,0,879,1046.01
NaN,NaN,2638,18,13.6,16.18
NaN,NaN,2639,20,14.7,17.49
NaN,NaN,2640,0,595,708.05
NaN,NaN,2641,2,895,1065.05
NaN,NaN,2642,2,68.62,81.66
NaN,NaN,2643,0,69,82.11
NaN,NaN,2644,0,12,14.28
NaN,NaN,2645,16,194,230.86
NaN,NaN,2646,0,13.47,16.03
NaN,NaN,2647,0,688,818.72
NaN,NaN,2648,1,57.84,68.83
NaN,NaN,2649,0,1400,1666
NaN,NaN,2650,0,3000,3570
NaN,NaN,2651,0,22,26.18
NaN,NaN,2652,19,49.01,58.32
NaN,NaN,2653,0,828.14,985.49
NaN,NaN,2654,0,0,0
NaN,NaN,2655,8,197.55,235.08
NaN,NaN,2656,0,799,950.81
NaN,NaN,2657,0,234,278.46
NaN,NaN,2658,10,842.04,1002.03
NaN,NaN,2659,0,34,40.46
NaN,NaN,2660,0,2199,2616.81
NaN,NaN,2661,1,134.48,160.03
NaN,NaN,2662,3,89.66,106.7
